datetime,day of week,total,place,angbutter,plain bread,jam,americano,croissant,caffe latte,tiramisu croissant,cacao deep,pain au chocolat,almond croissant,croque monsieur,mad garlic,milk tea,gateau chocolat,pandoro,cheese cake,lemon ade,orange pound,wiener,vanila latte,berry ade,tiramisu,merinque cookies,date,time,am_pm,month,day,year
9/15/2019 15:28,Sun,57900,??,2,,,,2,,2,,,,,,2,1,1,,,1,,,1,,1,9/15/2019,3:28:00,PM,9,15,2019
9/18/2019 11:26,Wed,19800,???,1,,,,,,1,,1,,,,,,,,,,2,,,,,9/18/2019,11:26:00,AM,9,18,2019
9/18/2019 11:32,Wed,16500,?? 3?,,1,,1,,1,,,,,,,,,,,,,1,,,,,9/18/2019,11:32:00,AM,9,18,2019
9/18/2019 12:42,Wed,17500,???,,,,,,,,1,2,,,,,,,,,1,,,,,,9/18/2019,12:42:00,PM,9,18,2019
9/18/2019 14:10,Wed,15300,?? 1?,1,,,,,,,,,,,,,,1,,,,,,,,1,9/18/2019,2:10:00,PM,9,18,2019
9/18/2019 14:37,Wed,14300,??,1,,,,,,,1,1,,,,,,,,,,,,,,,9/18/2019,2:37:00,PM,9,18,2019
9/18/2019 14:44,Wed,15300,?? 1?,1,,,,,,,,,,,,,,1,,,,,,,,1,9/18/2019,2:44:00,PM,9,18,2019
9/18/2019 15:24,Wed,17000,??,,,,,1,,,,2,,,,1,,,,,,,,,,,9/18/2019,3:24:00,PM,9,18,2019
9/18/2019 16:42,Wed,15500,????,,,,1,,,1,1,,,,,,,,,,,,,,,,9/18/2019,4:42:00,PM,9,18,2019
9/18/2019 11:26,Wed,19600,?? 3?,2,,,,,,,2,,,,,,,,,,,,,,,,9/18/2019,11:26:00,AM,9,18,2019
9/19/2019 12:23,Thur,20000,???,,,,,,,2,,,1,,,,,,,,1,,,,,,9/19/2019,12:23:00,PM,9,19,2019
9/19/2019 12:47,Thur,15300,?? 2?,1,,,,,,1,1,,,,,,,,,,,,,,,,9/19/2019,12:47:00,PM,9,19,2019
9/19/2019 13:24,Thur,15300,?? 3?,1,,,1,,,,,,,,,,,,,,1,,,,,,9/19/2019,1:24:00,PM,9,19,2019
9/19/2019 13:50,Thur,20900,???,3,,,,,,,,,,,,1,,,,,,,,,,,9/19/2019,1:50:00,PM,9,19,2019
9/19/2019 14:07,Thur,23300,???,1,,,3,,,,,,,,,,,1,,,,,,,,,9/19/2019,2:07:00,PM,9,19,2019
9/19/2019 14:15,Thur,71800,??,11,,,,,,2,2,,,,,,,,,,,,,,,,9/19/2019,2:15:00,PM,9,19,2019
9/19/2019 15:34,Thur,15000,?? 1?,,1,,,,,,,,,,,,,,,,,2,1,,,,9/19/2019,3:34:00,PM,9,19,2019
9/19/2019 15:53,Thur,23100,??,2,1,,,,,1,,1,,,,,,,,,,,,,,,9/19/2019,3:53:00,PM,9,19,2019
9/19/2019 16:04,Thur,15600,???,2,,,1,,,,,,,,,,,,,,,,,,,,9/19/2019,4:04:00,PM,9,19,2019
9/19/2019 16:17,Thur,30500,??,,1,,1,,1,,,,,,,1,,,,,,,,1,,,9/19/2019,4:17:00,PM,9,19,2019
9/19/2019 16:27,Thur,34600,???,2,1,,,2,,,1,1,,,,,,,,,1,,,,,1,9/19/2019,4:27:00,PM,9,19,2019
9/19/2019 16:33,Thur,16000,??,,,1,,,,,,1,1,,,,,1,,,,,,,,,9/19/2019,4:33:00,PM,9,19,2019
9/20/2019 11:06,Fri,39700,???,4,,,,2,,,,2,,,,,,1,,,,,,,,,9/20/2019,11:06:00,AM,9,20,2019
9/20/2019 11:32,Fri,16400,?? 2?,3,,,,,,,,,,,,,,,,,,,,,,,9/20/2019,11:32:00,AM,9,20,2019
9/20/2019 11:48,Fri,19300,???,1,1,,,,,2,,,,,,,,,,,,,,,,,9/20/2019,11:48:00,AM,9,20,2019
9/20/2019 12:53,Fri,21000,?? 2?,,2,2,,,,1,,,,,,,,,,,,,1,,,,9/20/2019,12:53:00,PM,9,20,2019
9/20/2019 12:59,Fri,15100,?? 3?,1,,,,,,1,,,,,,,1,,,,,,,,,,9/20/2019,12:59:00,PM,9,20,2019
9/20/2019 13:28,Fri,14800,?? 1?,1,,,,1,,1,,,,,,,,,,,,,,,,,9/20/2019,1:28:00,PM,9,20,2019
9/20/2019 13:44,Fri,40400,?? 1?,8,,,,,,,,,,,,,,,,,,,,,,,9/20/2019,1:44:00,PM,9,20,2019
9/20/2019 14:58,Fri,18300,?? 1?,1,1,,,1,1,,,,,,,,,,,,,,,,,,9/20/2019,2:58:00,PM,9,20,2019
9/20/2019 16:08,Fri,18000,???,,,,,,,1,,,,,,,,,,,2,1,,,,,9/20/2019,4:08:00,PM,9,20,2019
9/21/2019 11:06,Sat,17800,?? 2?,1,,,,,,,1,,1,,,,,,,,,1,,,,,9/21/2019,11:06:00,AM,9,21,2019
9/21/2019 11:08,Sat,39300,?? 1?,1,,,,3,,,,3,,,,,,,,,1,1,,,,,9/21/2019,11:08:00,AM,9,21,2019
9/21/2019 11:12,Sat,14000,???,,1,1,,1,,,,1,,,,,,,,,,,,,,,9/21/2019,11:12:00,AM,9,21,2019
9/21/2019 11:19,Sat,23600,?? 3?,1,,,,,,1,1,,,,,,1,1,,,,,,,,,9/21/2019,11:19:00,AM,9,21,2019
9/21/2019 11:22,Sat,18300,?? 2?,1,,,,,,1,,,1,,,,,,,,,1,,,,,9/21/2019,11:22:00,AM,9,21,2019
9/21/2019 11:39,Sat,21100,??,1,,,,2,,,,1,,,,,1,,,,,,,,,,9/21/2019,11:39:00,AM,9,21,2019
9/21/2019 12:01,Sat,17000,??,,,,,1,,1,,,,,,,,1,,,,1,,,,,9/21/2019,12:01:00,PM,9,21,2019
9/21/2019 12:08,Sat,15800,????,1,,,,,,,,,,,,,,1,,,1,,,,,,9/21/2019,12:08:00,PM,9,21,2019
9/21/2019 12:16,Sat,17600,?? 1?,2,1,,,,,,,,,,,,,,,,,1,,,,,9/21/2019,12:16:00,PM,9,21,2019
9/21/2019 12:27,Sat,16100,?? 2?,2,,,,,,1,,,,,,,,,,,,,,,,,9/21/2019,12:27:00,PM,9,21,2019
9/21/2019 12:28,Sat,37900,???,2,1,1,,,,1,1,,,,,,1,1,,,1,,,,,,9/21/2019,12:28:00,PM,9,21,2019
9/21/2019 13:38,Sat,18800,?? 2?,1,,,1,1,,,,,,,,,,1,,,,,,,,,9/21/2019,1:38:00,PM,9,21,2019
9/21/2019 13:56,Sat,25100,????,2,,,1,,,,1,,,,,,,,,,,,,1,,,9/21/2019,1:56:00,PM,9,21,2019
9/21/2019 14:15,Sat,19300,?? 3?,1,,,1,,,,1,,,,,,,,,,1,,,,,,9/21/2019,2:15:00,PM,9,21,2019
9/22/2019 11:09,Sun,14100,??,1,,,,1,,,,,,,,,1,,,,,,,,,,9/22/2019,11:09:00,AM,9,22,2019
9/22/2019 11:18,Sun,30900,???,2,3,,,,,1,,,,,,,1,,,,,1,,,,,9/22/2019,11:18:00,AM,9,22,2019
9/22/2019 11:33,Sun,14500,?? 2?,,,,,1,,,,,2,,,,,,,,,,,,,,9/22/2019,11:33:00,AM,9,22,2019
9/22/2019 11:46,Sun,18600,??,2,,,,2,,,,,,,,,,,,,,,,,,,9/22/2019,11:46:00,AM,9,22,2019
9/22/2019 12:01,Sun,14100,?? 1?,2,,,,,,,,,,,,,,,,,,1,,,,,9/22/2019,12:01:00,PM,9,22,2019
9/22/2019 12:05,Sun,17000,??,,,,,2,,,,1,1,,,,,,,,,,,,,,9/22/2019,12:05:00,PM,9,22,2019
9/22/2019 12:06,Sun,22300,?? 1?,1,1,,,2,,,,,,,,,,,,,,2,,,,,9/22/2019,12:06:00,PM,9,22,2019
9/22/2019 12:07,Sun,34100,???,2,1,,,2,,,,2,,,,,,,,,,2,,,,,9/22/2019,12:07:00,PM,9,22,2019
9/22/2019 12:08,Sun,17800,?? 1?,1,,,,1,,,1,1,,,,,,,,,,,,,,,9/22/2019,12:08:00,PM,9,22,2019
9/22/2019 12:19,Sun,24300,?? 1?,1,,,,1,,,,4,,,,,,,,,,,,,,,9/22/2019,12:19:00,PM,9,22,2019
9/22/2019 12:33,Sun,15300,???,1,1,,,,,,,,,,,,,,,,,2,,,,,9/22/2019,12:33:00,PM,9,22,2019
9/22/2019 12:51,Sun,14800,?? 2?,1,1,,,,,1,,,,,,,,,,,,,,,,,9/22/2019,12:51:00,PM,9,22,2019
9/22/2019 12:54,Sun,21300,?? 3?,1,,,1,3,,,,,,,,,,,,,,,,,,,9/22/2019,12:54:00,PM,9,22,2019
9/22/2019 12:56,Sun,15100,???,2,,,,1,,,,,,,,,,,,,,,,,,,9/22/2019,12:56:00,PM,9,22,2019
9/22/2019 13:01,Sun,20000,??,,,,,,,2,,,,,,,,1,,,1,,,,,,9/22/2019,1:01:00,PM,9,22,2019
9/23/2019 11:25,Mon,16300,?? 2?,1,,,,1,,,,1,,,,,,,,,,1,,,,,9/23/2019,11:25:00,AM,9,23,2019
9/23/2019 12:08,Mon,15800,?? 2?,1,,,,,1,1,,,,,,,,,,,,,,,,,9/23/2019,12:08:00,PM,9,23,2019
9/23/2019 12:43,Mon,15000,?? 3?,,,,1,,1,1,,,,,,,,,,,,,,,,,9/23/2019,12:43:00,PM,9,23,2019
9/23/2019 13:22,Mon,18300,??,1,,,,,1,,,2,,,,,,,,,,,,,,,9/23/2019,1:22:00,PM,9,23,2019
9/23/2019 13:41,Mon,24600,?? 3?,2,,,,,,1,1,,,,,,,,,,1,,,,,,9/23/2019,1:41:00,PM,9,23,2019
9/23/2019 14:02,Mon,16400,???,3,,,,,,,,,,,,,,,,,,,,,,,9/23/2019,2:02:00,PM,9,23,2019
9/23/2019 15:25,Mon,24900,?? 3?,1,1,1,,,,,,1,,,,,,,,,,,,,,,9/23/2019,3:25:00,PM,9,23,2019
9/23/2019 15:54,Mon,20500,???,,,,,4,,1,,,,,,,,,,,,,,,,,9/23/2019,3:54:00,PM,9,23,2019
9/23/2019 16:13,Mon,22300,?? 3?,1,1,,,,,,1,1,,,,,,,,,1,,,,,,9/23/2019,4:13:00,PM,9,23,2019
9/25/2019 11:05,Wed,14800,??,1,1,,,,,1,,,,,,,,,,,,,,,,,9/25/2019,11:05:00,AM,9,25,2019
9/25/2019 12:21,Wed,21500,??,,,,,2,,,,1,,,,,,,,,,,2,,,,9/25/2019,12:21:00,PM,9,25,2019
9/25/2019 13:12,Wed,49700,???,9,,,,,,,,,,,,,,,,,1,,,,,,9/25/2019,1:12:00,PM,9,25,2019
9/25/2019 15:18,Wed,26300,???,,1,,,,,1,,1,2,,,,1,,,,,,,,,,9/25/2019,3:18:00,PM,9,25,2019
9/25/2019 15:39,Wed,17800,?? 2?,1,1,,,,,,1,1,,,,,,,,,,,,,,,9/25/2019,3:39:00,PM,9,25,2019
9/25/2019 16:10,Wed,17300,????,1,,,2,,,,,,,,,,,,,,,1,,,,,9/25/2019,4:10:00,PM,9,25,2019
9/26/2019 11:48,Thur,14500,?? 1?,,,,1,1,,,,,,,,,,,,,,2,,,,,9/26/2019,11:48:00,AM,9,26,2019
9/26/2019 14:23,Thur,24800,?? 2?,1,,,,,,,,,,,,,,,,,2,,1,1,,,9/26/2019,2:23:00,PM,9,26,2019
9/26/2019 14:45,Thur,14800,??,1,1,,,,1,,,,,,,,,,,,,,,,,,9/26/2019,2:45:00,PM,9,26,2019
9/27/2019 12:30,Fri,21300,????,1,,,1,,1,,,,,,,,,,,,,2,,,,,9/27/2019,12:30:00,PM,9,27,2019
9/27/2019 13:07,Fri,15800,?? 1?,1,,,,,,,,,,,,,,,,,1,,1,,,,9/27/2019,1:07:00,PM,9,27,2019
9/27/2019 13:13,Fri,16400,??,3,,,,,,,,,,,,,,,,,,,,,,,9/27/2019,1:13:00,PM,9,27,2019
9/27/2019 14:35,Fri,19600,???,2,1,,,,,1,,,,,,,,,,,,,,,,,9/27/2019,2:35:00,PM,9,27,2019
9/27/2019 14:42,Fri,16400,???,3,,,,,,,,,,,,,,,,,,,,,,,9/27/2019,2:42:00,PM,9,27,2019
9/27/2019 15:42,Fri,14800,???,1,1,,,,1,,,,,,,,,,,,,,,,,,9/27/2019,3:42:00,PM,9,27,2019
9/27/2019 16:12,Fri,36100,?? 2?,2,,,,3,,,,2,,,,1,,,,,,1,,,,,9/27/2019,4:12:00,PM,9,27,2019
9/28/2019 11:11,Sat,28700,???,4,1,,1,,,,,,,,,,,,,,,,,,,,9/28/2019,11:11:00,AM,9,28,2019
9/28/2019 11:27,Sat,14300,??,1,,,1,1,,,,,,,,,,,,,,,,,,,9/28/2019,11:27:00,AM,9,28,2019
9/28/2019 12:23,Sat,18000,??,,1,,,,,1,,1,,,,,,1,,,,,,,,,9/28/2019,12:23:00,PM,9,28,2019
9/28/2019 12:27,Sat,21800,????,1,1,,,1,,,,1,,,,,,,,,,,1,,,,9/28/2019,12:27:00,PM,9,28,2019
9/28/2019 12:37,Sat,21800,?? 3?,1,,,1,1,,,,1,,,,,,,,,,,,,,,9/28/2019,12:37:00,PM,9,28,2019
9/28/2019 12:41,Sat,22100,???,2,1,,,1,,,,1,,,,,,,,,,,,,,,9/28/2019,12:41:00,PM,9,28,2019
9/28/2019 12:52,Sat,41400,????,3,,,,2,,2,2,,,,,,,,,,,,,,,,9/28/2019,12:52:00,PM,9,28,2019
9/28/2019 13:36,Sat,14800,???,1,,,,,1,,,1,,,,,,,,,,,,,,,9/28/2019,1:36:00,PM,9,28,2019
9/28/2019 13:52,Sat,27100,?? 2?,1,,,1,1,,1,,,,,,1,1,,,,,,,,,,9/28/2019,1:52:00,PM,9,28,2019
9/28/2019 14:07,Sat,25800,?? 2?,1,2,2,,,,,,,,,,,,,,,1,,1,,,,9/28/2019,2:07:00,PM,9,28,2019
9/28/2019 15:11,Sat,20100,????,2,,,,,,,,,,,,,,,,,,3,,,,,9/28/2019,3:11:00,PM,9,28,2019
9/28/2019 16:01,Sat,15300,?? 1?,1,,,1,,,,,,,,,,,1,,,,,,,,,9/28/2019,4:01:00,PM,9,28,2019
9/28/2019 16:12,Sat,15800,?? 3?,1,,,,,,1,,,,,,,,,,,1,,,,,,9/28/2019,4:12:00,PM,9,28,2019
9/29/2019 11:03,Sun,24400,??,2,,,,,,,,,1,,,1,1,,,,,,,,,,9/29/2019,11:03:00,AM,9,29,2019
9/29/2019 11:06,Sun,18800,???,1,,,,1,,,,1,,,,,,,,,,2,,,,,9/29/2019,11:06:00,AM,9,29,2019
9/29/2019 11:17,Sun,14800,?? 3?,1,,,,,,1,,1,,,,,,,,,,,,,,,9/29/2019,11:17:00,AM,9,29,2019
9/29/2019 11:30,Sun,17000,?? 2?,,,,,1,,,2,1,,,,,,,,,,,,,,,9/29/2019,11:30:00,AM,9,29,2019
9/29/2019 11:39,Sun,23100,?? 2?,2,,,,,1,1,,,,,,,,,,,,1,,,,,9/29/2019,11:39:00,AM,9,29,2019
9/29/2019 11:49,Sun,17300,?? 1?,1,,,,1,,1,,,,,,,,,,,,1,,,,,9/29/2019,11:49:00,AM,9,29,2019
9/29/2019 12:00,Sun,14800,??,1,,,,1,,,,,,,,,,,,,1,,,,,,9/29/2019,12:00:00,PM,9,29,2019
9/29/2019 12:13,Sun,23800,???,1,,,,,,,,1,,,,1,,1,,,,,1,,,,9/29/2019,12:13:00,PM,9,29,2019
9/29/2019 13:50,Sun,15300,????,1,,,1,,,,,1,,,,,,,,,,,,,,,9/29/2019,1:50:00,PM,9,29,2019
9/29/2019 13:59,Sun,15300,?? 1?,1,1,1,,1,,,,,,,,,,,,,,,,,,,9/29/2019,1:59:00,PM,9,29,2019
9/29/2019 14:02,Sun,29900,?? 2?,3,,,,,,,,,,,,,,,,,2,,1,,,,9/29/2019,2:02:00,PM,9,29,2019
9/29/2019 15:05,Sun,19600,?? 2?,1,,,,,,1,,,,,,,1,,,,1,,,,,,9/29/2019,3:05:00,PM,9,29,2019
9/29/2019 15:22,Sun,27800,???,1,,,,3,,,,3,,,,,,,,,,,,,,,9/29/2019,3:22:00,PM,9,29,2019
9/29/2019 15:31,Sun,14800,?? 3?,1,,,,,,,1,,,,,,,,,,,,,,,1,9/29/2019,3:31:00,PM,9,29,2019
9/30/2019 12:35,Mon,18600,??,2,,,,,,1,,,,,,,,,,,,1,,,,,9/30/2019,12:35:00,PM,9,30,2019
9/30/2019 12:47,Mon,17300,???,1,1,,,,,,,,,,,,,,,,1,1,,,,,9/30/2019,12:47:00,PM,9,30,2019
9/30/2019 13:03,Mon,18600,?? 3?,2,,,,2,,,,,,,,,,,,,,,,,,,9/30/2019,1:03:00,PM,9,30,2019
9/30/2019 13:43,Mon,27600,???,2,,,,2,,1,,,,,,,,,,,1,,,,,,9/30/2019,1:43:00,PM,9,30,2019
9/30/2019 15:17,Mon,15500,????,,,,1,,,,1,,,,,,,,,,,,1,,,,9/30/2019,3:17:00,PM,9,30,2019
9/30/2019 16:04,Mon,16000,?? 1?,,3,,,1,,,,,,,,,,,,,,,,,,,9/30/2019,4:04:00,PM,9,30,2019
10/2/2019 11:58,Wed,19300,???,1,,,1,,,,1,,,,,,,1,,,,,,,,,10/2/2019,11:58:00,AM,10,2,2019
10/2/2019 12:35,Wed,15500,?? 3?,,,,,,1,1,,,,,,,,,,,,,1,,,,10/2/2019,12:35:00,PM,10,2,2019
10/2/2019 14:16,Wed,17000,?? 3?,,1,,,2,,,,,,,,,,,,,,,1,,,,10/2/2019,2:16:00,PM,10,2,2019
10/2/2019 14:18,Wed,16000,?? 2?,,1,,,1,,,,2,,,,,,,,,,,,,,,10/2/2019,2:18:00,PM,10,2,2019
10/2/2019 15:57,Wed,24500,??,,2,1,,,,,,,,,,,,,,,2,2,,,,,10/2/2019,3:57:00,PM,10,2,2019
10/2/2019 16:12,Wed,15000,??,,1,,,1,,,,1,,,,,,,,,,1,,,,,10/2/2019,4:12:00,PM,10,2,2019
10/3/2019 11:07,Thur,17800,???,1,,,1,,,,,,1,,,,,,,,,1,,,,,10/3/2019,11:07:00,AM,10,3,2019
10/3/2019 11:20,Thur,14300,?? 2?,1,,,1,,,,,1,,,,,,,,,,,,,,,10/3/2019,11:20:00,AM,10,3,2019
10/3/2019 11:53,Thur,18300,?? 1?,1,1,1,,,,,1,,,,,,,,,,,1,,,,,10/3/2019,11:53:00,AM,10,3,2019
10/3/2019 12:05,Thur,16100,?? 2?,2,,,,,,1,,,,,,,,,,,,,,,,,10/3/2019,12:05:00,PM,10,3,2019
10/3/2019 12:12,Thur,22300,?? 1?,1,1,,,,,,1,1,,,,,,,,,,,1,,,,10/3/2019,12:12:00,PM,10,3,2019
10/3/2019 12:17,Thur,28300,?? 2?,1,2,2,,,,,,,,,,,,,,,1,,1,,,,10/3/2019,12:17:00,PM,10,3,2019
10/3/2019 12:28,Thur,15800,???,1,,,,,,,,,,,,,,1,,,,,1,,,,10/3/2019,12:28:00,PM,10,3,2019
10/3/2019 12:54,Thur,14300,???,1,,,,,,1,,,,,,,,,,,,2,,,,,10/3/2019,12:54:00,PM,10,3,2019
10/3/2019 13:17,Thur,24000,?? 1?,,1,,,,,2,,,,,,,,,,,,2,1,,,,10/3/2019,1:17:00,PM,10,3,2019
10/3/2019 13:42,Thur,18800,??,1,1,,1,,,,,,,,,1,,,,,,,,,,,10/3/2019,1:42:00,PM,10,3,2019
10/3/2019 14:20,Thur,19600,?? 1?,2,,,,,,1,,1,,,,,,,,,,,,,,,10/3/2019,2:20:00,PM,10,3,2019
10/3/2019 14:25,Thur,22800,???,1,,,,2,,,,,,,,,,1,,,,,1,,,,10/3/2019,2:25:00,PM,10,3,2019
10/3/2019 14:34,Thur,14800,???,1,,,,,,,,1,,,,,,,,1,,,,,,,10/3/2019,2:34:00,PM,10,3,2019
10/3/2019 14:44,Thur,19300,?? 3?,,,,,,,1,,,1,,,,1,,,,1,,,,,,10/3/2019,2:44:00,PM,10,3,2019
10/3/2019 14:50,Thur,21800,?? 2?,1,1,,,1,,1,,1,,,,,,,,,,,,,,,10/3/2019,2:50:00,PM,10,3,2019
10/3/2019 14:50,Thur,15400,?? 2?,2,,,,,,,,,,,,,1,,,,,,,,,,10/3/2019,2:50:00,PM,10,3,2019
10/3/2019 15:53,Thur,16000,????,,,,1,,1,,,,,,,,,1,,,,,,,,,10/3/2019,3:53:00,PM,10,3,2019
10/4/2019 12:29,Fri,15100,?? 3?,2,,,,,,,,1,,,,,,,,,,,,,,,10/4/2019,12:29:00,PM,10,4,2019
10/4/2019 14:26,Fri,32900,??,3,,,,,,,,,,,,,,2,,,,3,,,,,10/4/2019,2:26:00,PM,10,4,2019
10/5/2019 12:39,Sat,31800,???,1,,,,1,,2,,1,1,,,,,,,,1,,,,,,10/5/2019,12:39:00,PM,10,5,2019
10/5/2019 13:34,Sat,15300,??,1,,,,,,1,,,,,,,,,,,,,,,,1,10/5/2019,1:34:00,PM,10,5,2019
10/5/2019 14:19,Sat,15800,?? 1?,1,,,,,,,1,,,,,,,,,,,2,,,,,10/5/2019,2:19:00,PM,10,5,2019
10/5/2019 15:00,Sat,15500,?? 1?,,,,,,1,,,,1,,,,,,,,1,,,,,,10/5/2019,3:00:00,PM,10,5,2019
10/5/2019 11:03,Sat,20900,???,3,,,,,,,,,,,,,,,,,1,,,,,,10/5/2019,11:03:00,AM,10,5,2019
10/6/2019 11:08,Sun,15800,???,,,,1,1,,,,,,,,,1,,,,,1,,,,,10/6/2019,11:08:00,AM,10,6,2019
10/6/2019 11:25,Sun,21300,?? 2?,1,2,2,,,,,,,,,,,,,,,1,,,,,,10/6/2019,11:25:00,AM,10,6,2019
10/6/2019 11:58,Sun,18300,?? 3?,1,1,,,1,,,,,,,,,,,,,1,,,,,,10/6/2019,11:58:00,AM,10,6,2019
10/6/2019 12:05,Sun,15300,?? 3?,1,,,,,1,,1,,,,,,,,,,,,,,,,10/6/2019,12:05:00,PM,10,6,2019
10/6/2019 12:31,Sun,16300,???,1,1,,,,,,,1,,,,,,,,,,1,,,,,10/6/2019,12:31:00,PM,10,6,2019
10/6/2019 12:51,Sun,25300,?? 3?,1,,,2,1,,,,2,,,,,,,,,,,,,,,10/6/2019,12:51:00,PM,10,6,2019
10/6/2019 13:51,Sun,19300,???,1,1,,,,,1,,,,,,,,,,1,,,,,,,10/6/2019,1:51:00,PM,10,6,2019
10/7/2019 11:12,Mon,19800,???,1,,,1,,,,,,,,,1,,,,,1,,,,,,10/7/2019,11:12:00,AM,10,7,2019
10/7/2019 12:00,Mon,16100,?? 3?,2,,,,,,1,,,,,,,,,,,,,,,,,10/7/2019,12:00:00,PM,10,7,2019
10/7/2019 12:24,Mon,17300,?? 2?,1,1,,,,,,,,,,,,,1,,,,1,,,,,10/7/2019,12:24:00,PM,10,7,2019
10/7/2019 13:31,Mon,15100,???,1,,,,,,1,,,,,,,1,,,,,,,,,,10/7/2019,1:31:00,PM,10,7,2019
10/7/2019 15:41,Mon,15600,?? 1?,2,,,,,,,1,,,,,,,,,,,,,,,,10/7/2019,3:41:00,PM,10,7,2019
10/7/2019 16:12,Mon,17300,????,1,1,1,,,,,,,,,,,,,,,,,1,,,,10/7/2019,4:12:00,PM,10,7,2019
10/7/2019 16:49,Mon,16100,?? 2?,2,,,,,,1,,,,,,,,,,,,,,,,,10/7/2019,4:49:00,PM,10,7,2019
10/9/2019 11:09,Wed,14300,???,1,,,1,1,,,,,,,,,,,,,,,,,,,10/9/2019,11:09:00,AM,10,9,2019
10/9/2019 11:18,Wed,16100,???,1,,,,,,1,,,,,,,,,,,,,,,,,10/9/2019,11:18:00,AM,10,9,2019
10/9/2019 11:21,Wed,14800,?? 2?,1,,,,,,,2,,,,,,,,,,,,,,,,10/9/2019,11:21:00,AM,10,9,2019
10/10/2019 12:02,Thur,15100,???,2,,,,1,,,,,,,,,,,,,,,,,,,10/10/2019,12:02:00,PM,10,10,2019
10/10/2019 12:08,Thur,18300,??,1,1,,,,1,,,1,,,,,,,,,,,,,,,10/10/2019,12:08:00,PM,10,10,2019
10/10/2019 12:49,Thur,18600,?? 1?,2,,,,2,,,,,,,,,,,,,,,,,,,10/10/2019,12:49:00,PM,10,10,2019
10/10/2019 13:05,Thur,68100,????,7,,,,,,7,,,,,,,,,,,,,,,,,10/10/2019,1:05:00,PM,10,10,2019
10/10/2019 14:32,Thur,16400,?? 2?,3,,,,,,,,,,,,,,,,,,,,,,,10/10/2019,2:32:00,PM,10,10,2019
10/11/2019 11:18,Fri,14800,???,1,,,,1,,1,,,,,,,,,,,,,,,,,10/11/2019,11:18:00,AM,10,11,2019
10/11/2019 11:24,Fri,17300,??,1,1,,,1,,,,1,,,,,,,,,,,,,,,10/11/2019,11:24:00,AM,10,11,2019
10/11/2019 11:34,Fri,14800,?? 3?,1,1,,,,,,,,1,,,,,,,,,,,,,,10/11/2019,11:34:00,AM,10,11,2019
10/11/2019 12:38,Fri,15100,?? 2?,1,,,,,,1,,,,,,,1,,,,,,,,,,10/11/2019,12:38:00,PM,10,11,2019
10/11/2019 14:09,Fri,20800,?? 3?,1,1,1,,,,,,,1,,,,,,,,1,,,,,,10/11/2019,2:09:00,PM,10,11,2019
10/11/2019 14:29,Fri,15500,?? 1?,,,,1,,,,,,,,,,,,,,1,2,,,,,10/11/2019,2:29:00,PM,10,11,2019
10/11/2019 15:00,Fri,14800,????,,,,,,,,,,,,,,1,1,,,1,,,,,,10/11/2019,3:00:00,PM,10,11,2019
10/12/2019 11:07,Sat,20500,???,,,,,1,1,,,1,,,,,,,,,,1,,1,,,10/12/2019,11:07:00,AM,10,12,2019
10/12/2019 11:40,Sat,15100,?? 3?,2,1,,,,,,,,,,,,,,,,,,,,,,10/12/2019,11:40:00,AM,10,12,2019
10/12/2019 12:00,Sat,17300,?? 1?,1,,,,1,,,,2,,,,,,,,,,,,,,,10/12/2019,12:00:00,PM,10,12,2019
10/12/2019 12:38,Sat,15800,????,1,,,,,,,2,,,,,,,,,,,,,,,,10/12/2019,12:38:00,PM,10,12,2019
10/12/2019 13:02,Sat,19300,???,1,,,2,,1,,,,,,,,,,,,,,,,,,10/12/2019,1:02:00,PM,10,12,2019
10/12/2019 13:11,Sat,23800,?? 1?,1,,,,1,,1,,,,,,,,,,,,,2,,,,10/12/2019,1:11:00,PM,10,12,2019
10/12/2019 13:23,Sat,15300,??,1,,,1,,,1,,,,,,,,,,,,,,,,,10/12/2019,1:23:00,PM,10,12,2019
10/12/2019 15:22,Sat,26000,?? 2?,5,,,,,,,,,,,,,,,,,,,,,,,10/12/2019,3:22:00,PM,10,12,2019
10/13/2019 11:08,Sun,14500,???,,,,2,,,1,,,,,,,,,,,,,,,,,10/13/2019,11:08:00,AM,10,13,2019
10/13/2019 11:10,Sun,14500,?? 1?,,1,,,,1,,,,1,,,,,,,,,,,,,,10/13/2019,11:10:00,AM,10,13,2019
10/13/2019 11:18,Sun,22800,?? 2?,1,,,2,,,,2,,,,,,,,,,,,,,,,10/13/2019,11:18:00,AM,10,13,2019
10/13/2019 11:20,Sun,25800,???,,,,1,2,,,,,2,,,,1,,,,,,,,,,10/13/2019,11:20:00,AM,10,13,2019
10/13/2019 11:30,Sun,15000,?? 2?,,1,1,,1,,,,,,,,,,,,,1,,,,,,10/13/2019,11:30:00,AM,10,13,2019
10/13/2019 12:55,Sun,18500,?? 1?,,1,,1,,,,1,,,,,,,,,,,2,,,,,10/13/2019,12:55:00,PM,10,13,2019
10/13/2019 13:01,Sun,14800,??,1,,,,1,,,,,,,,,,,,,,,1,,,,10/13/2019,1:01:00,PM,10,13,2019
10/13/2019 13:07,Sun,17300,?? 2?,,1,,,1,,,,,,,,,1,,,,1,,,,,,10/13/2019,1:07:00,PM,10,13,2019
10/13/2019 13:15,Sun,41100,?? 1?,2,2,,,,,2,,,,,,,,1,,,2,,,,,,10/13/2019,1:15:00,PM,10,13,2019
